Channel,Season,Status,Color Choice,Gender,Product Line,Product Class,Product Sub Class,Silhouette,Style Code,Style Name,Color,Size Scale,SILHOUETTE USED FOR SIZING,Size Weight Code,,
Ecomm,FAHO25,Active,V367VRI,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V367,"Kore Short Lined 5""",Viridian,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V302BLK,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Black,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302BTL,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Black Tonal,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302BDK,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Blue Dusk,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302BGR,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Bluegrass,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302CCL,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Charcoal,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302INK,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Ink,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302MSD,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Marsh Sand,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302MLS,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Moonlight Sand,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302PBT,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Pool Blue Tonal,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302RNT,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Raisin Tonal,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302RWE,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Redwood Earth,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302SGS,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Sea Gradient Stripe,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302SDG,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Sky Grey,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302SRR,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Summer Red,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302TOT,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Toast,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V302VRI,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V302,"Kore Short Lined 7""",Viridian,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V391BLK,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Black,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V391BTL,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Black Tonal,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V391BDK,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Blue Dusk,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V391BGR,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Bluegrass,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V391INK,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Ink,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V391RNT,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Raisin Tonal,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V391SDG,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V391,"Kore Short Lined 9""",Sky Grey,"XS,S,M,L,XL,XXL","9"" Inseam",MNUSEC E SHORT 9IN,,
Ecomm,FAHO25,Active,V3036BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3036,"Kore Short Unlined 5""",Black,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3036BGR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3036,"Kore Short Unlined 5""",Bluegrass,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3036INK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3036,"Kore Short Unlined 5""",Ink,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3036TOT,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3036,"Kore Short Unlined 5""",Toast,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V388BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Black,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388BDK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Blue Dusk,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388BGR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Bluegrass,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388CCL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Charcoal,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388INK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Ink,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388MSH,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Marsh,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388SGS,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Sea Gradient Stripe,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388SDG,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Sky Grey,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388SRR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Summer Red,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V388TOT,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V388,"Kore Short Unlined 7""",Toast,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3091-5MIT,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3091-5,"Kore Short X3 Lined 5""",Mist,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3091-5SDG,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3091-5,"Kore Short X3 Lined 5""",Sky Grey,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3091MIT,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V3091,"Kore Short X3 Lined 7""",Mist,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3091SDG,MENS,APPAREL,BOTTOMS,SHORTS,LINED,V3091,"Kore Short X3 Lined 7""",Sky Grey,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3011DOR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3011,"Meta Easy Short 8""",Dark Oregano,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3011INK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3011,"Meta Easy Short 8""",Ink,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3011MOC,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3011,"Meta Easy Short 8""",Mocha,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V379-SBIR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379-S,"Meta Short 6""",Birch,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379-SCCL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379-S,"Meta Short 6""",Charcoal,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379-SDBL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379-S,"Meta Short 6""",Dusty Blue,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379-SMSH,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379-S,"Meta Short 6""",Marsh,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379-SVAP,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379-S,"Meta Short 6""",Vapor,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379-SWGR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379-S,"Meta Short 6""",Warm Grey,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379BIR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Birch,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Black,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379CCL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Charcoal,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379DBL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Dusty Blue,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379DYP,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Dusty Plum,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379INK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Ink,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379MSH,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Marsh,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379PCN,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Pecan,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379SFG,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Sea Fog,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379VAP,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Vapor,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V379WGR,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V379,"Meta Short 8""",Warm Grey,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V3100AGY,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3100,"Optimist Elastic Waist Short 8""",Amethyst Grey,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3100CCL,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3100,"Optimist Elastic Waist Short 8""",Charcoal,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3100HUK,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3100,"Optimist Elastic Waist Short 8""",Huckleberry,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3100RUM,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3100,"Optimist Elastic Waist Short 8""",Rum,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V399GRV,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V399,Pebble Short,Gravel,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V399SHA,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V399,Pebble Short,Shale,"28,30,31,32,33,34,36,38",Shorts,MNUSECFIXED SHORTS EXT,,
Ecomm,FAHO25,Active,V344HAZ,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V344,"Ponto Performance Short 7""",Azure Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V344HBK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V344,"Ponto Performance Short 7""",Black Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V344HCC,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V344,"Ponto Performance Short 7""",Charcoal Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V344HBB,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V344,"Ponto Performance Short 7""",Cobblestone Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V344HFT,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V344,"Ponto Performance Short 7""",Flint Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V344HTP,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V344,"Ponto Performance Short 7""",Spruce Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3051BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3051,PR Short,Black,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3092BRY,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3092,"Qualify Short Lined 5""",Berry,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3092BLK,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3092,"Qualify Short Lined 5""",Black,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3092BCO,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3092,"Qualify Short Lined 5""",Blue Coast,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3092DSE,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3092,"Qualify Short Lined 5""",Deep Sea,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3092SDG,MENS,APPAREL,BOTTOMS,SHORTS,SHORT,V3092,"Qualify Short Lined 5""",Sky Grey,"XS,S,M,L,XL,XXL","5"" INCH",MNUSECELASTIC SHORT 5IN,,
Ecomm,FAHO25,Active,V3057BRY,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3057,"Seaside Short 8""",Berry,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3057BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3057,"Seaside Short 8""",Black,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3057FBL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3057,"Seaside Short 8""",French Blue,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3057LHG,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3057,"Seaside Short 8""",Light Heather Grey,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3057SAL,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3057,"Seaside Short 8""",Salt,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3057SPP,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3057,"Seaside Short 8""",Spiced Apple,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018HGN,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Agate Green Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Black,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018HCC,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Charcoal Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018GYH,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Grey Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018HHB,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Huckleberry Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018HIN,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Ink Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018HAB,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Smoke Blue Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3018TSH,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3018,"Sunday Performance Short 8""",Toast Heather,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3013BLK,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3013,Train Tech Short,Black,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3013SDG,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3013,Train Tech Short,Sky Grey,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V3013SMB,MENS,APPAREL,BOTTOMS,SHORTS,UNLINED,V3013,Train Tech Short,Smoked Beryl,"XS,S,M,L,XL,XXL",Shorts,MNUSECELASTIC SHORT EXT,,
Ecomm,FAHO25,Active,V925BLK,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V925,V1 Logo Tee,Black,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V925HEX,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V925,V1 Logo Tee,Espresso Heather,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V901NVY,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V901,V1 Vuori Wordmark Logo Tee,Navy,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V901WHT,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V901,V1 Vuori Wordmark Logo Tee,White,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V9019BLK,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V9019,Vortex Tee,Black,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V9019NAT,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V9019,Vortex Tee,Natural,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V9020CCL,MENS,APPAREL,TOPS,GRAPHICS,SHORT SLEEVE,V9020,Vuori Block Tee,Charcoal,"S,M,L,XL,XXL",GRAPHICS,MNUSECPRINTABLES,,
Ecomm,FAHO25,Active,V2031HTG,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V2031,Jeffreys Overshirt,Heather Grey,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V2031HTO,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V2031,Jeffreys Overshirt,Olive Heather,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V2031HWN,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V2031,Jeffreys Overshirt,Winter Grey Heather,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V185BLK,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V185,L/S Ace Button Down,Black,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V185INK,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V185,L/S Ace Button Down,Ink,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V185LTG,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V185,L/S Ace Button Down,Light Grey,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V185PND,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V185,L/S Ace Button Down,Pond,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V185WHT,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V185,L/S Ace Button Down,White,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V1139TBD1,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V1139,L/S Altitude Wool Button Down - Relaxed,TBD 1,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V1139TBD8,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V1139,L/S Altitude Wool Button Down - Relaxed,TBD 8,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V1002DYP,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V1002,L/S Bridge Button Down,Dusty Plum,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V1002MNL,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V1002,L/S Bridge Button Down,Moonlight,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V1002SAL,MENS,APPAREL,TOPS,LONG SLEEVE,BUTTON DOWN,V1002,L/S Bridge Button Down,Salt,"S,M,L,XL,XXL",BUTTON DOWN,MNUSECLS BD TOPS,,
Ecomm,FAHO25,Active,V1044BLK,MENS,APPAREL,TOPS,LONG SLEEVE,TEE,V1044,L/S Clearview Seamless Tee,Black,"S,M,L,XL,XXL",LONG SLEEVE,MNUSECLS TOPS,,
Ecomm,FAHO25,Active,V1044FGR,MENS,APPAREL,TOPS,LONG SLEEVE,TEE,V1044,L/S Clearview Seamless Tee,Frost Grey,"S,M,L,XL,XXL",LONG SLEEVE,MNUSECLS TOPS,,
Ecomm,FAHO25,Active,V2022HBK,MENS,APPAREL,TOPS,LONG SLEEVE,TEE,V2022,L/S Coronado Henley - Relaxed,Black Heather,"S,M,L,XL,XXL",LONG SLEEVE,MNUSECLS TOPS,,
