SIZE_CODE,
4,
5,
5.5,
6,
6.5,
7,
7.5,
8,
8.5,
9,
9.5,
10,
10.5,
11,
11.5,
12,
13,
28,
30,
31,
32,
33,
34,
36,
38,
ONS,0
XXS,1
XS/S,1.5
XS,2
S,3
S/M,3.5
M,4
M/L,4.5
L,5
L/XL,5.5
XL,6
XXL,7
3XL,8
_N/A,999
