Season,SCALECODE,CONFIGURATION,SIZEVALUEID,QUANTITY,QUANTITYDISTRIBUTIONMETHOD,SCALEDESCRIPTION,SIZERANGEID,Percent
SPSU25,MNUSRT POLOS,,XXS,0,Percent,Mens US Retail Polos,MST,0%
SPSU25,MNUSRT POLOS,,XS,0,Percent,Mens US Retail Polos,MST,0%
SPSU25,MNUSRT POLOS,,S,8,Percent,Mens US Retail Polos,MST,8%
SPSU25,MNUSRT POLOS,,M,29,Percent,Mens US Retail Polos,MST,29%
SPSU25,MNUSRT POLOS,,L,37,Percent,Mens US Retail Polos,MST,37%
SPSU25,MNUSRT POLOS,,XL,20,Percent,Mens US Retail Polos,MST,20%
SPSU25,MNUSRT POLOS,,XXL,6,Percent,Mens US Retail Polos,MST,6%
SPSU25,MNUSRT POLOS,,3XL,0,Percent,Mens US Retail Polos,MST,0%
SPSU25,MNUSRTTANKS,,XS,0,Percent,Mens US Retail TANKS,MST,0%
SPSU25,MNUSRTTANKS,,S,17,Percent,Mens US Retail TANKS,MST,17%
SPSU25,MNUSRTTANKS,,M,36,Percent,Mens US Retail TANKS,MST,36%
SPSU25,MNUSRTTANKS,,L,33,Percent,Mens US Retail TANKS,MST,33%
SPSU25,MNUSRTTANKS,,XL,12,Percent,Mens US Retail TANKS,MST,12%
SPSU25,MNUSRTTANKS,,XXL,2,Percent,Mens US Retail TANKS,MST,2%
SPSU25,MNUSRTTANKS,,3XL,0,Percent,Mens US Retail TANKS,MST,0%
SPSU25,MNUSRTVESTS,,XXS,0,Percent,Mens US Retail VESTS,MST,0%
SPSU25,MNUSRTVESTS,,XS,0,Percent,Mens US Retail VESTS,MST,0%
SPSU25,MNUSRTVESTS,,S,8,Percent,Mens US Retail VESTS,MST,8%
SPSU25,MNUSRTVESTS,,M,28,Percent,Mens US Retail VESTS,MST,28%
SPSU25,MNUSRTVESTS,,L,36,Percent,Mens US Retail VESTS,MST,36%
SPSU25,MNUSRTVESTS,,XL,21,Percent,Mens US Retail VESTS,MST,21%
SPSU25,MNUSRTVESTS,,XXL,7,Percent,Mens US Retail VESTS,MST,7%
SPSU25,MNUSRTVESTS,,3XL,0,Percent,Mens US Retail VESTS,MST,0%
SPSU25,Bags,,ONS,100,Percent,Bags,ONS,100%
SPSU25,Headwear,,ONS,100,Percent,Headwear,ONS,100%
SPSU25,Headwear,,ONS,100,Percent,Headwear,ONS,100%
SPSU25,Headwear,,ONS,100,Percent,Headwear,ONS,100%
SPSU25,USDTCMISCAXS,,ONS,100,Percent,US Direct Misc. Axs,ONS,100%
SPSU25,USDTCMISCAXS,,ONS,100,Percent,US Direct Misc. Axs,ONS,100%
SPSU25,USDTCMISCAXS,,ONS,100,Percent,US Direct Misc. Axs,ONS,100%
SPSU25,USDTCMISCAXS,,ONS,100,Percent,US Direct Misc. Axs,ONS,100%
SPSU25,MNUSRT BELT,,XS,0,Percent,Mens US Retail Belt,MDB,0%
SPSU25,MNUSRT BELT,,S/M,55,Percent,Mens US Retail Belt,MDB,55%
SPSU25,MNUSRT BELT,,L/XL,45,Percent,Mens US Retail Belt,MDB,45%
SPSU25,USRTSOCKS,,S,21,Percent,US Retail Socks ANKLE,USS,21%
SPSU25,USRTSOCKS,,M,36,Percent,US Retail Socks ANKLE,USS,36%
SPSU25,USRTSOCKS,,L,43,Percent,US Retail Socks ANKLE,USS,43%
SPSU25,USRTSOCKS CREW,,S,25,Percent,US Retail Socks CREW,USS,25%
SPSU25,USRTSOCKS CREW,,M,38,Percent,US Retail Socks CREW,USS,38%
SPSU25,USRTSOCKS CREW,,L,37,Percent,US Retail Socks CREW,USS,37%
SPSU25,USRTSOCKS NO SHOW,,S,29,Percent,US Retail Socks NO SHOW,USS,29%
SPSU25,USRTSOCKS NO SHOW,,M,38,Percent,US Retail Socks NO SHOW,USS,38%
SPSU25,USRTSOCKS NO SHOW,,L,33,Percent,US Retail Socks NO SHOW,USS,33%
SPSU25,WNUSRTDRESSES,,XXS,0,Percent,Womens US Retail DRESSES,WST,0%
SPSU25,WNUSRTDRESSES,,XS,18,Percent,Womens US Retail DRESSES,WST,18%
SPSU25,WNUSRTDRESSES,,S,37,Percent,Womens US Retail DRESSES,WST,37%
SPSU25,WNUSRTDRESSES,,M,30,Percent,Womens US Retail DRESSES,WST,30%
SPSU25,WNUSRTDRESSES,,L,12,Percent,Womens US Retail DRESSES,WST,12%
SPSU25,WNUSRTDRESSES,,XL,3,Percent,Womens US Retail DRESSES,WST,3%
SPSU25,WNUSRTDRESSES,,XXL,0,Percent,Womens US Retail DRESSES,WST,0%
SPSU25,WNUSRTDRESSES,,XXS,0,Percent,Womens US Retail DRESSES,WST,0%
SPSU25,WNUSRTDRESSES,,XS,18,Percent,Womens US Retail DRESSES,WST,18%
SPSU25,WNUSRTDRESSES,,S,37,Percent,Womens US Retail DRESSES,WST,37%
SPSU25,WNUSRTDRESSES,,M,30,Percent,Womens US Retail DRESSES,WST,30%
SPSU25,WNUSRTDRESSES,,L,12,Percent,Womens US Retail DRESSES,WST,12%
SPSU25,WNUSRTDRESSES,,XL,3,Percent,Womens US Retail DRESSES,WST,3%
SPSU25,WNUSRTDRESSES,,XXL,0,Percent,Womens US Retail DRESSES,WST,0%
SPSU25,MNUSRT FLEECE XS-L,,XXS,0,Percent,Womens US Retail FLEECE XS-L,WST,0%
SPSU25,MNUSRT FLEECE XS-L,,XS,19,Percent,Womens US Retail FLEECE XS-L,WST,19%
SPSU25,MNUSRT FLEECE XS-L,,S,33,Percent,Womens US Retail FLEECE XS-L,WST,33%
SPSU25,MNUSRT FLEECE XS-L,,M,28,Percent,Womens US Retail FLEECE XS-L,WST,28%
SPSU25,MNUSRT FLEECE XS-L,,L,20,Percent,Womens US Retail FLEECE XS-L,WST,20%
SPSU25,MNUSRT FLEECE XS-L,,XL,0,Percent,Womens US Retail FLEECE XS-L,WST,0%
SPSU25,MNUSRT FLEECE XS-L,,XXL,0,Percent,Womens US Retail FLEECE XS-L,WST,0%
SPSU25,WNUSRTFLEECE,,XXS,0,Percent,Womens US Retail FLEECE,WST,0%
SPSU25,WNUSRTFLEECE,,XS,19,Percent,Womens US Retail FLEECE,WST,19%
SPSU25,WNUSRTFLEECE,,S,34,Percent,Womens US Retail FLEECE,WST,34%
SPSU25,WNUSRTFLEECE,,M,28,Percent,Womens US Retail FLEECE,WST,28%
SPSU25,WNUSRTFLEECE,,L,13,Percent,Womens US Retail FLEECE,WST,13%
SPSU25,WNUSRTFLEECE,,XL,6,Percent,Womens US Retail FLEECE,WST,6%
SPSU25,WNUSRTFLEECE,,XXL,0,Percent,Womens US Retail FLEECE,WST,0%
SPSU25,WNUSRTFLEECE,,XXS,0,Percent,Womens US Retail FLEECE,WST,0%
SPSU25,WNUSRTFLEECE,,XS,19,Percent,Womens US Retail FLEECE,WST,19%
SPSU25,WNUSRTFLEECE,,S,34,Percent,Womens US Retail FLEECE,WST,34%
SPSU25,WNUSRTFLEECE,,M,28,Percent,Womens US Retail FLEECE,WST,28%
SPSU25,WNUSRTFLEECE,,L,13,Percent,Womens US Retail FLEECE,WST,13%
SPSU25,WNUSRTFLEECE,,XL,6,Percent,Womens US Retail FLEECE,WST,6%
SPSU25,WNUSRTFLEECE,,XXL,0,Percent,Womens US Retail FLEECE,WST,0%
SPSU25,WNUSRTJACKETS,,XXS,0,Percent,Womens US Retail JACKETS,WST,0%
SPSU25,WNUSRTJACKETS,,XS,22,Percent,Womens US Retail JACKETS,WST,22%
SPSU25,WNUSRTJACKETS,,S,38,Percent,Womens US Retail JACKETS,WST,38%
SPSU25,WNUSRTJACKETS,,M,25,Percent,Womens US Retail JACKETS,WST,25%
SPSU25,WNUSRTJACKETS,,L,11,Percent,Womens US Retail JACKETS,WST,11%
SPSU25,WNUSRTJACKETS,,XL,4,Percent,Womens US Retail JACKETS,WST,4%
SPSU25,WNUSRTJACKETS,,XXL,0,Percent,Womens US Retail JACKETS,WST,0%
SPSU25,WNUSRTJACKETS,,XXS,0,Percent,Womens US Retail JACKETS,WST,0%
SPSU25,WNUSRTJACKETS,,XS,22,Percent,Womens US Retail JACKETS,WST,22%
SPSU25,WNUSRTJACKETS,,S,38,Percent,Womens US Retail JACKETS,WST,38%
SPSU25,WNUSRTJACKETS,,M,25,Percent,Womens US Retail JACKETS,WST,25%
SPSU25,WNUSRTJACKETS,,L,11,Percent,Womens US Retail JACKETS,WST,11%
SPSU25,WNUSRTJACKETS,,XL,4,Percent,Womens US Retail JACKETS,WST,4%
SPSU25,WNUSRTJACKETS,,XXL,0,Percent,Womens US Retail JACKETS,WST,0%
SPSU25,WNUSRTJOGGERS,,XXS,0,Percent,Womens US Retail JOGGERS,WSB,0%
SPSU25,WNUSRTJOGGERS,,XS,21,Percent,Womens US Retail JOGGERS,WSB,21%
SPSU25,WNUSRTJOGGERS,,S,35,Percent,Womens US Retail JOGGERS,WSB,35%
SPSU25,WNUSRTJOGGERS,,M,29,Percent,Womens US Retail JOGGERS,WSB,29%
SPSU25,WNUSRTJOGGERS,,L,11,Percent,Womens US Retail JOGGERS,WSB,11%
SPSU25,WNUSRTJOGGERS,,XL,4,Percent,Womens US Retail JOGGERS,WSB,4%
SPSU25,WNUSRTJOGGERS,,XXL,0,Percent,Womens US Retail JOGGERS,WSB,0%
SPSU25,WNUSRTJOGGERS,,XXS,0,Percent,Womens US Retail JOGGERS,WSB,0%
SPSU25,WNUSRTJOGGERS,,XS,21,Percent,Womens US Retail JOGGERS,WSB,21%
SPSU25,WNUSRTJOGGERS,,S,35,Percent,Womens US Retail JOGGERS,WSB,35%
SPSU25,WNUSRTJOGGERS,,M,29,Percent,Womens US Retail JOGGERS,WSB,29%
SPSU25,WNUSRTJOGGERS,,L,11,Percent,Womens US Retail JOGGERS,WSB,11%
SPSU25,WNUSRTJOGGERS,,XL,4,Percent,Womens US Retail JOGGERS,WSB,4%
SPSU25,WNUSRTJOGGERS,,XXL,0,Percent,Womens US Retail JOGGERS,WSB,0%
SPSU25,WNUSRTJUMPSUITS,,XXS,0,Percent,Womens US Retail JUMPSUITS,WSB,0%
SPSU25,WNUSRTJUMPSUITS,,XS,23,Percent,Womens US Retail JUMPSUITS,WSB,23%
SPSU25,WNUSRTJUMPSUITS,,S,38,Percent,Womens US Retail JUMPSUITS,WSB,38%
SPSU25,WNUSRTJUMPSUITS,,M,27,Percent,Womens US Retail JUMPSUITS,WSB,27%
SPSU25,WNUSRTJUMPSUITS,,L,9,Percent,Womens US Retail JUMPSUITS,WSB,9%
SPSU25,WNUSRTJUMPSUITS,,XL,3,Percent,Womens US Retail JUMPSUITS,WSB,3%
SPSU25,WNUSRTJUMPSUITS,,XXL,0,Percent,Womens US Retail JUMPSUITS,WSB,0%
SPSU25,WNUSRTJUMPSUITS,,XXS,0,Percent,Womens US Retail JUMPSUITS,WSB,0%
SPSU25,WNUSRTJUMPSUITS,,XS,23,Percent,Womens US Retail JUMPSUITS,WSB,23%
SPSU25,WNUSRTJUMPSUITS,,S,38,Percent,Womens US Retail JUMPSUITS,WSB,38%
SPSU25,WNUSRTJUMPSUITS,,M,27,Percent,Womens US Retail JUMPSUITS,WSB,27%
SPSU25,WNUSRTJUMPSUITS,,L,9,Percent,Womens US Retail JUMPSUITS,WSB,9%
SPSU25,WNUSRTJUMPSUITS,,XL,3,Percent,Womens US Retail JUMPSUITS,WSB,3%
SPSU25,WNUSRTJUMPSUITS,,XXL,0,Percent,Womens US Retail JUMPSUITS,WSB,0%
SPSU25,WNUSRTLEGGINGS Seamless,,XXS,0,Percent,Womens US Retail LEGGINGS Seamless,WSB,0%
SPSU25,WNUSRTLEGGINGS Seamless,,XS,12,Percent,Womens US Retail LEGGINGS Seamless,WSB,12%
SPSU25,WNUSRTLEGGINGS Seamless,,S,48,Percent,Womens US Retail LEGGINGS Seamless,WSB,48%
SPSU25,WNUSRTLEGGINGS Seamless,,M,29,Percent,Womens US Retail LEGGINGS Seamless,WSB,29%
SPSU25,WNUSRTLEGGINGS Seamless,,L,11,Percent,Womens US Retail LEGGINGS Seamless,WSB,11%
SPSU25,WNUSRTLEGGINGS Seamless,,XL,0,Percent,Womens US Retail LEGGINGS Seamless,WSB,0%
SPSU25,WNUSRTLEGGINGS Seamless,,XXL,0,Percent,Womens US Retail LEGGINGS Seamless,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XXS,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XS,14,Percent,Womens US Retail LEGGINGS,WSB,14%
SPSU25,WNUSRTLEGGINGS,,S,40,Percent,Womens US Retail LEGGINGS,WSB,40%
SPSU25,WNUSRTLEGGINGS,,M,32,Percent,Womens US Retail LEGGINGS,WSB,32%
SPSU25,WNUSRTLEGGINGS,,L,10,Percent,Womens US Retail LEGGINGS,WSB,10%
SPSU25,WNUSRTLEGGINGS,,XL,4,Percent,Womens US Retail LEGGINGS,WSB,4%
SPSU25,WNUSRTLEGGINGS,,XXL,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XXS,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XS,14,Percent,Womens US Retail LEGGINGS,WSB,14%
SPSU25,WNUSRTLEGGINGS,,S,40,Percent,Womens US Retail LEGGINGS,WSB,40%
SPSU25,WNUSRTLEGGINGS,,M,32,Percent,Womens US Retail LEGGINGS,WSB,32%
SPSU25,WNUSRTLEGGINGS,,L,10,Percent,Womens US Retail LEGGINGS,WSB,10%
SPSU25,WNUSRTLEGGINGS,,XL,4,Percent,Womens US Retail LEGGINGS,WSB,4%
SPSU25,WNUSRTLEGGINGS,,XXL,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XXS,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XS,14,Percent,Womens US Retail LEGGINGS,WSB,14%
SPSU25,WNUSRTLEGGINGS,,S,40,Percent,Womens US Retail LEGGINGS,WSB,40%
SPSU25,WNUSRTLEGGINGS,,M,32,Percent,Womens US Retail LEGGINGS,WSB,32%
SPSU25,WNUSRTLEGGINGS,,L,10,Percent,Womens US Retail LEGGINGS,WSB,10%
SPSU25,WNUSRTLEGGINGS,,XL,4,Percent,Womens US Retail LEGGINGS,WSB,4%
SPSU25,WNUSRTLEGGINGS,,XXL,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XXS,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRTLEGGINGS,,XS,14,Percent,Womens US Retail LEGGINGS,WSB,14%
SPSU25,WNUSRTLEGGINGS,,S,40,Percent,Womens US Retail LEGGINGS,WSB,40%
SPSU25,WNUSRTLEGGINGS,,M,32,Percent,Womens US Retail LEGGINGS,WSB,32%
SPSU25,WNUSRTLEGGINGS,,L,10,Percent,Womens US Retail LEGGINGS,WSB,10%
SPSU25,WNUSRTLEGGINGS,,XL,4,Percent,Womens US Retail LEGGINGS,WSB,4%
SPSU25,WNUSRTLEGGINGS,,XXL,0,Percent,Womens US Retail LEGGINGS,WSB,0%
SPSU25,WNUSRT BLISS LEGGINGS,,XXS,0,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,0%
SPSU25,WNUSRT BLISS LEGGINGS,,XS,19,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,19%
SPSU25,WNUSRT BLISS LEGGINGS,,S,43,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,43%
SPSU25,WNUSRT BLISS LEGGINGS,,M,27,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,27%
SPSU25,WNUSRT BLISS LEGGINGS,,L,8,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,8%
SPSU25,WNUSRT BLISS LEGGINGS,,XL,3,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,3%
SPSU25,WNUSRT BLISS LEGGINGS,,XXL,0,Percent,Womens US Retail BLISSBLEND LEGGINGS,WSB,0%
SPSU25,WNUSRT PANTS,,XXS,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XS,23,Percent,Womens US Retail PANTS,WSB,23%
SPSU25,WNUSRT PANTS,,S,37,Percent,Womens US Retail PANTS,WSB,37%
SPSU25,WNUSRT PANTS,,M,27,Percent,Womens US Retail PANTS,WSB,27%
SPSU25,WNUSRT PANTS,,L,10,Percent,Womens US Retail PANTS,WSB,10%
SPSU25,WNUSRT PANTS,,XL,3,Percent,Womens US Retail PANTS,WSB,3%
SPSU25,WNUSRT PANTS,,XXL,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XXS,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XS,23,Percent,Womens US Retail PANTS,WSB,23%
SPSU25,WNUSRT PANTS,,S,37,Percent,Womens US Retail PANTS,WSB,37%
SPSU25,WNUSRT PANTS,,M,27,Percent,Womens US Retail PANTS,WSB,27%
SPSU25,WNUSRT PANTS,,L,10,Percent,Womens US Retail PANTS,WSB,10%
SPSU25,WNUSRT PANTS,,XL,3,Percent,Womens US Retail PANTS,WSB,3%
SPSU25,WNUSRT PANTS,,XXL,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XXS,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XS,23,Percent,Womens US Retail PANTS,WSB,23%
SPSU25,WNUSRT PANTS,,S,37,Percent,Womens US Retail PANTS,WSB,37%
SPSU25,WNUSRT PANTS,,M,27,Percent,Womens US Retail PANTS,WSB,27%
SPSU25,WNUSRT PANTS,,L,10,Percent,Womens US Retail PANTS,WSB,10%
SPSU25,WNUSRT PANTS,,XL,3,Percent,Womens US Retail PANTS,WSB,3%
SPSU25,WNUSRT PANTS,,XXL,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XXS,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XS,23,Percent,Womens US Retail PANTS,WSB,23%
SPSU25,WNUSRT PANTS,,S,37,Percent,Womens US Retail PANTS,WSB,37%
SPSU25,WNUSRT PANTS,,M,27,Percent,Womens US Retail PANTS,WSB,27%
SPSU25,WNUSRT PANTS,,L,10,Percent,Womens US Retail PANTS,WSB,10%
SPSU25,WNUSRT PANTS,,XL,3,Percent,Womens US Retail PANTS,WSB,3%
SPSU25,WNUSRT PANTS,,XXL,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XXS,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XS,23,Percent,Womens US Retail PANTS,WSB,23%
SPSU25,WNUSRT PANTS,,S,37,Percent,Womens US Retail PANTS,WSB,37%
SPSU25,WNUSRT PANTS,,M,27,Percent,Womens US Retail PANTS,WSB,27%
SPSU25,WNUSRT PANTS,,L,10,Percent,Womens US Retail PANTS,WSB,10%
SPSU25,WNUSRT PANTS,,XL,3,Percent,Womens US Retail PANTS,WSB,3%
SPSU25,WNUSRT PANTS,,XXL,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XXS,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PANTS,,XS,23,Percent,Womens US Retail PANTS,WSB,23%
SPSU25,WNUSRT PANTS,,S,37,Percent,Womens US Retail PANTS,WSB,37%
SPSU25,WNUSRT PANTS,,M,27,Percent,Womens US Retail PANTS,WSB,27%
SPSU25,WNUSRT PANTS,,L,10,Percent,Womens US Retail PANTS,WSB,10%
SPSU25,WNUSRT PANTS,,XL,3,Percent,Womens US Retail PANTS,WSB,3%
SPSU25,WNUSRT PANTS,,XXL,0,Percent,Womens US Retail PANTS,WSB,0%
SPSU25,WNUSRT PRINTABLES S-XL,,XXS,0,Percent,Womens US Retail PRINTABLES S-XL,WST,0%
SPSU25,WNUSRT PRINTABLES S-XL,,XS,0,Percent,Womens US Retail PRINTABLES S-XL,WST,0%
SPSU25,WNUSRT PRINTABLES S-XL,,S,54,Percent,Womens US Retail PRINTABLES S-XL,WST,54%
SPSU25,WNUSRT PRINTABLES S-XL,,M,27,Percent,Womens US Retail PRINTABLES S-XL,WST,27%
SPSU25,WNUSRT PRINTABLES S-XL,,L,12,Percent,Womens US Retail PRINTABLES S-XL,WST,12%
SPSU25,WNUSRT PRINTABLES S-XL,,XL,7,Percent,Womens US Retail PRINTABLES S-XL,WST,7%
SPSU25,WNUSRT PRINTABLES S-XL,,XXL,0,Percent,Womens US Retail PRINTABLES S-XL,WST,0%
SPSU25,WNUSRT PRINTABLES,,XXS,0,Percent,Womens US Retail PRINTABLES,WST,0%
SPSU25,WNUSRT PRINTABLES,,XS,18,Percent,Womens US Retail PRINTABLES,WST,18%
SPSU25,WNUSRT PRINTABLES,,S,38,Percent,Womens US Retail PRINTABLES,WST,38%
SPSU25,WNUSRT PRINTABLES,,M,25,Percent,Womens US Retail PRINTABLES,WST,25%
SPSU25,WNUSRT PRINTABLES,,L,12,Percent,Womens US Retail PRINTABLES,WST,12%
SPSU25,WNUSRT PRINTABLES,,XL,7,Percent,Womens US Retail PRINTABLES,WST,7%
SPSU25,WNUSRT PRINTABLES,,XXL,0,Percent,Womens US Retail PRINTABLES,WST,0%
SPSU25,WNUSRTSHORTS,,XXS,0,Percent,Womens US Retail SHORTS,WSB,0%
SPSU25,WNUSRTSHORTS,,XS,20,Percent,Womens US Retail SHORTS,WSB,20%
SPSU25,WNUSRTSHORTS,,S,40,Percent,Womens US Retail SHORTS,WSB,40%
SPSU25,WNUSRTSHORTS,,M,29,Percent,Womens US Retail SHORTS,WSB,29%
SPSU25,WNUSRTSHORTS,,L,9,Percent,Womens US Retail SHORTS,WSB,9%
SPSU25,WNUSRTSHORTS,,XL,2,Percent,Womens US Retail SHORTS,WSB,2%
SPSU25,WNUSRTSHORTS,,XXL,0,Percent,Womens US Retail SHORTS,WSB,0%
SPSU25,WNUSRTSHORTS,,XXS,0,Percent,Womens US Retail SHORTS,WSB,0%
SPSU25,WNUSRTSHORTS,,XS,20,Percent,Womens US Retail SHORTS,WSB,20%
SPSU25,WNUSRTSHORTS,,S,40,Percent,Womens US Retail SHORTS,WSB,40%
SPSU25,WNUSRTSHORTS,,M,29,Percent,Womens US Retail SHORTS,WSB,29%
SPSU25,WNUSRTSHORTS,,L,9,Percent,Womens US Retail SHORTS,WSB,9%
SPSU25,WNUSRTSHORTS,,XL,2,Percent,Womens US Retail SHORTS,WSB,2%
SPSU25,WNUSRTSHORTS,,XXL,0,Percent,Womens US Retail SHORTS,WSB,0%
SPSU25,MNUSRT ROMPERS,,XXS,0,Percent,Womens US Ecomm ROMPERS,WSB,0%
SPSU25,MNUSRT ROMPERS,,XS,26,Percent,Womens US Ecomm ROMPERS,WSB,26%
SPSU25,MNUSRT ROMPERS,,S,42,Percent,Womens US Ecomm ROMPERS,WSB,42%
SPSU25,MNUSRT ROMPERS,,M,24,Percent,Womens US Ecomm ROMPERS,WSB,24%
SPSU25,MNUSRT ROMPERS,,L,6,Percent,Womens US Ecomm ROMPERS,WSB,6%
SPSU25,MNUSRT ROMPERS,,XL,2,Percent,Womens US Ecomm ROMPERS,WSB,2%
SPSU25,MNUSRT ROMPERS,,XXL,0,Percent,Womens US Ecomm ROMPERS,WSB,0%
SPSU25,MNUSRT ROMPERS,,XXS,0,Percent,Womens US Ecomm ROMPERS,WSB,0%
SPSU25,MNUSRT ROMPERS,,XS,26,Percent,Womens US Ecomm ROMPERS,WSB,26%
SPSU25,MNUSRT ROMPERS,,S,42,Percent,Womens US Ecomm ROMPERS,WSB,42%
SPSU25,MNUSRT ROMPERS,,M,24,Percent,Womens US Ecomm ROMPERS,WSB,24%
SPSU25,MNUSRT ROMPERS,,L,6,Percent,Womens US Ecomm ROMPERS,WSB,6%
SPSU25,MNUSRT ROMPERS,,XL,2,Percent,Womens US Ecomm ROMPERS,WSB,2%
SPSU25,MNUSRT ROMPERS,,XXL,0,Percent,Womens US Ecomm ROMPERS,WSB,0%
SPSU25,WNUSRTSKIRTS,,XXS,0,Percent,Womens US Retail SKIRTS,WSB,0%
SPSU25,WNUSRTSKIRTS,,XS,22,Percent,Womens US Retail SKIRTS,WSB,22%
SPSU25,WNUSRTSKIRTS,,S,39,Percent,Womens US Retail SKIRTS,WSB,39%
SPSU25,WNUSRTSKIRTS,,M,27,Percent,Womens US Retail SKIRTS,WSB,27%
SPSU25,WNUSRTSKIRTS,,L,10,Percent,Womens US Retail SKIRTS,WSB,10%
SPSU25,WNUSRTSKIRTS,,XL,2,Percent,Womens US Retail SKIRTS,WSB,2%
SPSU25,WNUSRTSKIRTS,,XXL,0,Percent,Womens US Retail SKIRTS,WSB,0%
SPSU25,WNUSRTSKIRTS,,XXS,0,Percent,Womens US Retail SKIRTS,WSB,0%
SPSU25,WNUSRTSKIRTS,,XS,22,Percent,Womens US Retail SKIRTS,WSB,22%
SPSU25,WNUSRTSKIRTS,,S,39,Percent,Womens US Retail SKIRTS,WSB,39%
SPSU25,WNUSRTSKIRTS,,M,27,Percent,Womens US Retail SKIRTS,WSB,27%
SPSU25,WNUSRTSKIRTS,,L,10,Percent,Womens US Retail SKIRTS,WSB,10%
SPSU25,WNUSRTSKIRTS,,XL,2,Percent,Womens US Retail SKIRTS,WSB,2%
SPSU25,WNUSRTSKIRTS,,XXL,0,Percent,Womens US Retail SKIRTS,WSB,0%
SPSU25,WNUSRTSPORTSBRAS Seamless,,XXS,0,Percent,Womens US Retail SPORTSBRAS Seamless,WST,0%
SPSU25,WNUSRTSPORTSBRAS Seamless,,XS,14,Percent,Womens US Retail SPORTSBRAS Seamless,WST,14%
SPSU25,WNUSRTSPORTSBRAS Seamless,,S,32,Percent,Womens US Retail SPORTSBRAS Seamless,WST,32%
SPSU25,WNUSRTSPORTSBRAS Seamless,,M,41,Percent,Womens US Retail SPORTSBRAS Seamless,WST,41%
SPSU25,WNUSRTSPORTSBRAS Seamless,,L,13,Percent,Womens US Retail SPORTSBRAS Seamless,WST,13%
SPSU25,WNUSRTSPORTSBRAS Seamless,,XL,0,Percent,Womens US Retail SPORTSBRAS Seamless,WST,0%
SPSU25,WNUSRTSPORTSBRAS Seamless,,XXL,0,Percent,Womens US Retail SPORTSBRAS Seamless,WST,0%
SPSU25,WNUSRTSPORTSBRAS,,XXS,0,Percent,Womens US Retail SPORTSBRAS,WST,0%
SPSU25,WNUSRTSPORTSBRAS,,XS,14,Percent,Womens US Retail SPORTSBRAS,WST,14%
SPSU25,WNUSRTSPORTSBRAS,,S,39,Percent,Womens US Retail SPORTSBRAS,WST,39%
SPSU25,WNUSRTSPORTSBRAS,,M,33,Percent,Womens US Retail SPORTSBRAS,WST,33%
SPSU25,WNUSRTSPORTSBRAS,,L,11,Percent,Womens US Retail SPORTSBRAS,WST,11%
SPSU25,WNUSRTSPORTSBRAS,,XL,3,Percent,Womens US Retail SPORTSBRAS,WST,3%
SPSU25,WNUSRTSPORTSBRAS,,XXL,0,Percent,Womens US Retail SPORTSBRAS,WST,0%
SPSU25,WNUSRTSPORTSBRAS,,XXS,0,Percent,Womens US Retail SPORTSBRAS,WST,0%
SPSU25,WNUSRTSPORTSBRAS,,XS,14,Percent,Womens US Retail SPORTSBRAS,WST,14%
SPSU25,WNUSRTSPORTSBRAS,,S,39,Percent,Womens US Retail SPORTSBRAS,WST,39%
SPSU25,WNUSRTSPORTSBRAS,,M,33,Percent,Womens US Retail SPORTSBRAS,WST,33%
SPSU25,WNUSRTSPORTSBRAS,,L,11,Percent,Womens US Retail SPORTSBRAS,WST,11%
