Season,SCALECODE,CONFIGURATION,SIZEVALUEID,QUANTITY,QUANTITYDISTRIBUTIONMETHOD,SCALEDESCRIPTION,SIZERANGEID,Percent
SPSU25,USECSOCKS,,L,51,Percent,US Ecom Socks Ankle,USS,51%
SPSU25,USECSOCKSCREW,,S,25,Percent,US Ecom Socks Crew,USS,25%
SPSU25,USECSOCKSCREW,,M,37,Percent,US Ecom Socks Crew,USS,37%
SPSU25,USECSOCKSCREW,,L,38,Percent,US Ecom Socks Crew,USS,38%
SPSU25,WNUSEC BODYSUIT,,XXS,1,Percent,Womens US Ecomm Bodysuit,WST,1%
SPSU25,WNUSEC BODYSUIT,,XS,11,Percent,Womens US Ecomm Bodysuit,WST,11%
SPSU25,WNUSEC BODYSUIT,,S,36,Percent,Womens US Ecomm Bodysuit,WST,36%
SPSU25,WNUSEC BODYSUIT,,M,36,Percent,Womens US Ecomm Bodysuit,WST,36%
SPSU25,WNUSEC BODYSUIT,,L,12,Percent,Womens US Ecomm Bodysuit,WST,12%
SPSU25,WNUSEC BODYSUIT,,XL,3,Percent,Womens US Ecomm Bodysuit,WST,3%
SPSU25,WNUSEC BODYSUIT,,XXL,1,Percent,Womens US Ecomm Bodysuit,WST,1%
SPSU25,WNUSEC RASHGAURD,,XXS,0,Percent,Womens US Ecomm RASHGAURD,WST,0%
SPSU25,WNUSEC RASHGAURD,,XS,14,Percent,Womens US Ecomm RASHGAURD,WST,14%
SPSU25,WNUSEC RASHGAURD,,S,35,Percent,Womens US Ecomm RASHGAURD,WST,35%
SPSU25,WNUSEC RASHGAURD,,M,36,Percent,Womens US Ecomm RASHGAURD,WST,36%
SPSU25,WNUSEC RASHGAURD,,L,12,Percent,Womens US Ecomm RASHGAURD,WST,12%
SPSU25,WNUSEC RASHGAURD,,XL,3,Percent,Womens US Ecomm RASHGAURD,WST,3%
SPSU25,WNUSEC RASHGAURD,,XXL,0,Percent,Womens US Ecomm RASHGAURD,WST,0%
SPSU25,WNUSECBRABLISSB,,XXS,1,Percent,Womens US Ecomm Bra Bliss Blend,WST,1%
SPSU25,WNUSECBRABLISSB,,XS,9,Percent,Womens US Ecomm Bra Bliss Blend,WST,9%
SPSU25,WNUSECBRABLISSB,,S,36,Percent,Womens US Ecomm Bra Bliss Blend,WST,36%
SPSU25,WNUSECBRABLISSB,,M,36,Percent,Womens US Ecomm Bra Bliss Blend,WST,36%
SPSU25,WNUSECBRABLISSB,,L,12,Percent,Womens US Ecomm Bra Bliss Blend,WST,12%
SPSU25,WNUSECBRABLISSB,,XL,4,Percent,Womens US Ecomm Bra Bliss Blend,WST,4%
SPSU25,WNUSECBRABLISSB,,XXL,2,Percent,Womens US Ecomm Bra Bliss Blend,WST,2%
SPSU25,WNUSECDRESSES,,XXS,0,Percent,Womens US Ecomm DRESSES,WST,0%
SPSU25,WNUSECDRESSES,,XS,16,Percent,Womens US Ecomm DRESSES,WST,16%
SPSU25,WNUSECDRESSES,,S,40,Percent,Womens US Ecomm DRESSES,WST,40%
SPSU25,WNUSECDRESSES,,M,31,Percent,Womens US Ecomm DRESSES,WST,31%
SPSU25,WNUSECDRESSES,,L,10,Percent,Womens US Ecomm DRESSES,WST,10%
SPSU25,WNUSECDRESSES,,XL,3,Percent,Womens US Ecomm DRESSES,WST,3%
SPSU25,WNUSECDRESSES,,XXL,0,Percent,Womens US Ecomm DRESSES,WST,0%
SPSU25,WNUSECDRESSES Ext.,,XXS,2,Percent,Womens US Ecomm DRESSES Ext.,WST,2%
SPSU25,WNUSECDRESSES Ext.,,XS,13,Percent,Womens US Ecomm DRESSES Ext.,WST,13%
SPSU25,WNUSECDRESSES Ext.,,S,33,Percent,Womens US Ecomm DRESSES Ext.,WST,33%
SPSU25,WNUSECDRESSES Ext.,,M,30,Percent,Womens US Ecomm DRESSES Ext.,WST,30%
SPSU25,WNUSECDRESSES Ext.,,L,15,Percent,Womens US Ecomm DRESSES Ext.,WST,15%
SPSU25,WNUSECDRESSES Ext.,,XL,5,Percent,Womens US Ecomm DRESSES Ext.,WST,5%
SPSU25,WNUSECDRESSES Ext.,,XXL,2,Percent,Womens US Ecomm DRESSES Ext.,WST,2%
SPSU25,WNUSECDRESSES XS-L,,XXS,0,Percent,Womens US Ecomm Fleece XS-L,WST,0%
SPSU25,WNUSECDRESSES XS-L,,XS,15,Percent,Womens US Ecomm Fleece XS-L,WST,15%
SPSU25,WNUSECDRESSES XS-L,,S,36,Percent,Womens US Ecomm Fleece XS-L,WST,36%
SPSU25,WNUSECDRESSES XS-L,,M,32,Percent,Womens US Ecomm Fleece XS-L,WST,32%
SPSU25,WNUSECDRESSES XS-L,,L,17,Percent,Womens US Ecomm Fleece XS-L,WST,17%
SPSU25,WNUSECDRESSES XS-L,,XL,0,Percent,Womens US Ecomm Fleece XS-L,WST,0%
SPSU25,WNUSECDRESSES XS-L,,XXL,0,Percent,Womens US Ecomm Fleece XS-L,WST,0%
SPSU25,WNUSECFLEECE,,XXS,0,Percent,Womens US Ecomm FLEECE,WST,0%
SPSU25,WNUSECFLEECE,,XS,16,Percent,Womens US Ecomm FLEECE,WST,16%
SPSU25,WNUSECFLEECE,,S,36,Percent,Womens US Ecomm FLEECE,WST,36%
SPSU25,WNUSECFLEECE,,M,32,Percent,Womens US Ecomm FLEECE,WST,32%
SPSU25,WNUSECFLEECE,,L,12,Percent,Womens US Ecomm FLEECE,WST,12%
SPSU25,WNUSECFLEECE,,XL,4,Percent,Womens US Ecomm FLEECE,WST,4%
SPSU25,WNUSECFLEECE,,XXL,0,Percent,Womens US Ecomm FLEECE,WST,0%
SPSU25,WNUSECFLEECE Ext.,,XXS,1,Percent,Womens US Ecomm FLEECE Ext.,WST,1%
SPSU25,WNUSECFLEECE Ext.,,XS,13,Percent,Womens US Ecomm FLEECE Ext.,WST,13%
SPSU25,WNUSECFLEECE Ext.,,S,31,Percent,Womens US Ecomm FLEECE Ext.,WST,31%
SPSU25,WNUSECFLEECE Ext.,,M,31,Percent,Womens US Ecomm FLEECE Ext.,WST,31%
SPSU25,WNUSECFLEECE Ext.,,L,16,Percent,Womens US Ecomm FLEECE Ext.,WST,16%
SPSU25,WNUSECFLEECE Ext.,,XL,6,Percent,Womens US Ecomm FLEECE Ext.,WST,6%
SPSU25,WNUSECFLEECE Ext.,,XXL,2,Percent,Womens US Ecomm FLEECE Ext.,WST,2%
SPSU25,WNUSECJACKETS,,XXS,0,Percent,Womens US Ecomm JACKETS,WST,0%
SPSU25,WNUSECJACKETS,,XS,21,Percent,Womens US Ecomm JACKETS,WST,21%
SPSU25,WNUSECJACKETS,,S,36,Percent,Womens US Ecomm JACKETS,WST,36%
SPSU25,WNUSECJACKETS,,M,26,Percent,Womens US Ecomm JACKETS,WST,26%
SPSU25,WNUSECJACKETS,,L,12,Percent,Womens US Ecomm JACKETS,WST,12%
SPSU25,WNUSECJACKETS,,XL,5,Percent,Womens US Ecomm JACKETS,WST,5%
SPSU25,WNUSECJACKETS,,XXL,0,Percent,Womens US Ecomm JACKETS,WST,0%
SPSU25,WNUSECJACKETS Ext.,,XXS,1,Percent,Womens US Ecomm JACKETS Ext.,WST,1%
SPSU25,WNUSECJACKETS Ext.,,XS,14,Percent,Womens US Ecomm JACKETS Ext.,WST,14%
SPSU25,WNUSECJACKETS Ext.,,S,39,Percent,Womens US Ecomm JACKETS Ext.,WST,39%
SPSU25,WNUSECJACKETS Ext.,,M,27,Percent,Womens US Ecomm JACKETS Ext.,WST,27%
SPSU25,WNUSECJACKETS Ext.,,L,13,Percent,Womens US Ecomm JACKETS Ext.,WST,13%
SPSU25,WNUSECJACKETS Ext.,,XL,5,Percent,Womens US Ecomm JACKETS Ext.,WST,5%
SPSU25,WNUSECJACKETS Ext.,,XXL,1,Percent,Womens US Ecomm JACKETS Ext.,WST,1%
SPSU25,WNUSECJOGGERS,,XXS,0,Percent,Womens US Ecomm JOGGERS,WSB,0%
SPSU25,WNUSECJOGGERS,,XS,18,Percent,Womens US Ecomm JOGGERS,WSB,18%
SPSU25,WNUSECJOGGERS,,S,35,Percent,Womens US Ecomm JOGGERS,WSB,35%
SPSU25,WNUSECJOGGERS,,M,29,Percent,Womens US Ecomm JOGGERS,WSB,29%
SPSU25,WNUSECJOGGERS,,L,13,Percent,Womens US Ecomm JOGGERS,WSB,13%
SPSU25,WNUSECJOGGERS,,XL,5,Percent,Womens US Ecomm JOGGERS,WSB,5%
SPSU25,WNUSECJOGGERS,,XXL,0,Percent,Womens US Ecomm JOGGERS,WSB,0%
SPSU25,WNUSECJOGGERS Ext.,,XXS,2,Percent,Womens US Ecomm JOGGERS Ext.,WSB,2%
SPSU25,WNUSECJOGGERS Ext.,,XS,13,Percent,Womens US Ecomm JOGGERS Ext.,WSB,13%
SPSU25,WNUSECJOGGERS Ext.,,S,32,Percent,Womens US Ecomm JOGGERS Ext.,WSB,32%
SPSU25,WNUSECJOGGERS Ext.,,M,32,Percent,Womens US Ecomm JOGGERS Ext.,WSB,32%
SPSU25,WNUSECJOGGERS Ext.,,L,14,Percent,Womens US Ecomm JOGGERS Ext.,WSB,14%
SPSU25,WNUSECJOGGERS Ext.,,XL,5,Percent,Womens US Ecomm JOGGERS Ext.,WSB,5%
SPSU25,WNUSECJOGGERS Ext.,,XXL,2,Percent,Womens US Ecomm JOGGERS Ext.,WSB,2%
SPSU25,WNUSECJUMPSUITS,,XXS,0,Percent,Womens US Ecomm JUMPSUITS,WSB,0%
SPSU25,WNUSECJUMPSUITS,,XS,19,Percent,Womens US Ecomm JUMPSUITS,WSB,19%
SPSU25,WNUSECJUMPSUITS,,S,39,Percent,Womens US Ecomm JUMPSUITS,WSB,39%
SPSU25,WNUSECJUMPSUITS,,M,28,Percent,Womens US Ecomm JUMPSUITS,WSB,28%
SPSU25,WNUSECJUMPSUITS,,L,10,Percent,Womens US Ecomm JUMPSUITS,WSB,10%
SPSU25,WNUSECJUMPSUITS,,XL,4,Percent,Womens US Ecomm JUMPSUITS,WSB,4%
SPSU25,WNUSECJUMPSUITS,,XXL,0,Percent,Womens US Ecomm JUMPSUITS,WSB,0%
SPSU25,WNUSECJUMPSUITS Ext.,,XXS,2,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,2%
SPSU25,WNUSECJUMPSUITS Ext.,,XS,17,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,17%
SPSU25,WNUSECJUMPSUITS Ext.,,S,39,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,39%
SPSU25,WNUSECJUMPSUITS Ext.,,M,28,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,28%
SPSU25,WNUSECJUMPSUITS Ext.,,L,10,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,10%
SPSU25,WNUSECJUMPSUITS Ext.,,XL,3,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,3%
SPSU25,WNUSECJUMPSUITS Ext.,,XXL,1,Percent,Womens US Ecomm JUMPSUITS Ext.,WSB,1%
SPSU25,WNUSECLEGGINGS,,XXS,0,Percent,Womens US Ecomm LEGGINGS,WSB,0%
SPSU25,WNUSECLEGGINGS,,XS,14,Percent,Womens US Ecomm LEGGINGS,WSB,14%
SPSU25,WNUSECLEGGINGS,,S,39,Percent,Womens US Ecomm LEGGINGS,WSB,39%
SPSU25,WNUSECLEGGINGS,,M,31,Percent,Womens US Ecomm LEGGINGS,WSB,31%
SPSU25,WNUSECLEGGINGS,,L,12,Percent,Womens US Ecomm LEGGINGS,WSB,12%
SPSU25,WNUSECLEGGINGS,,XL,4,Percent,Womens US Ecomm LEGGINGS,WSB,4%
SPSU25,WNUSECLEGGINGS,,XXL,0,Percent,Womens US Ecomm LEGGINGS,WSB,0%
SPSU25,WNUSECLEGGINGS Ext.,,XXS,1,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,1%
SPSU25,WNUSECLEGGINGS Ext.,,XS,11,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,11%
SPSU25,WNUSECLEGGINGS Ext.,,S,38,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,38%
SPSU25,WNUSECLEGGINGS Ext.,,M,33,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,33%
SPSU25,WNUSECLEGGINGS Ext.,,L,13,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,13%
SPSU25,WNUSECLEGGINGS Ext.,,XL,3,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,3%
SPSU25,WNUSECLEGGINGS Ext.,,XXL,1,Percent,Womens US Ecomm LEGGINGS Ext.,WSB,1%
SPSU25,WNUSECLEGGINGS LONG,,XXS,0,Percent,Womens US Ecomm LEGGINGS LONG,WSB,0%
SPSU25,WNUSECLEGGINGS LONG,,XS,7,Percent,Womens US Ecomm LEGGINGS LONG,WSB,7%
SPSU25,WNUSECLEGGINGS LONG,,S,30,Percent,Womens US Ecomm LEGGINGS LONG,WSB,30%
SPSU25,WNUSECLEGGINGS LONG,,M,37,Percent,Womens US Ecomm LEGGINGS LONG,WSB,37%
SPSU25,WNUSECLEGGINGS LONG,,L,18,Percent,Womens US Ecomm LEGGINGS LONG,WSB,18%
SPSU25,WNUSECLEGGINGS LONG,,XL,8,Percent,Womens US Ecomm LEGGINGS LONG,WSB,8%
SPSU25,WNUSECLEGGINGS LONG,,XXL,0,Percent,Womens US Ecomm LEGGINGS LONG,WSB,0%
SPSU25,WNUSECLEGGINGS SHORT,,XXS,1,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,1%
SPSU25,WNUSECLEGGINGS SHORT,,XS,15,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,15%
SPSU25,WNUSECLEGGINGS SHORT,,S,39,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,39%
SPSU25,WNUSECLEGGINGS SHORT,,M,30,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,30%
SPSU25,WNUSECLEGGINGS SHORT,,L,11,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,11%
SPSU25,WNUSECLEGGINGS SHORT,,XL,4,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,4%
SPSU25,WNUSECLEGGINGS SHORT,,XXL,0,Percent,Womens US Ecomm LEGGINGS SHORT,WSB,0%
SPSU25,WNUSECLEGGINGSBLISSB,,XXS,2,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,2%
SPSU25,WNUSECLEGGINGSBLISSB,,XS,13,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,13%
SPSU25,WNUSECLEGGINGSBLISSB,,S,37,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,37%
SPSU25,WNUSECLEGGINGSBLISSB,,M,33,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,33%
SPSU25,WNUSECLEGGINGSBLISSB,,L,11,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,11%
SPSU25,WNUSECLEGGINGSBLISSB,,XL,3,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,3%
SPSU25,WNUSECLEGGINGSBLISSB,,XXL,1,Percent,Womens US Ecomm Leggings Bliss Blend,WSB,1%
SPSU25,WNUSECLS TOPS,,XXS,0,Percent,Womens US Ecomm LS TOPS,WST,0%
SPSU25,WNUSECLS TOPS,,XS,15,Percent,Womens US Ecomm LS TOPS,WST,15%
SPSU25,WNUSECLS TOPS,,S,38,Percent,Womens US Ecomm LS TOPS,WST,38%
SPSU25,WNUSECLS TOPS,,M,32,Percent,Womens US Ecomm LS TOPS,WST,32%
SPSU25,WNUSECLS TOPS,,L,11,Percent,Womens US Ecomm LS TOPS,WST,11%
SPSU25,WNUSECLS TOPS,,XL,4,Percent,Womens US Ecomm LS TOPS,WST,4%
SPSU25,WNUSECLS TOPS,,XXL,0,Percent,Womens US Ecomm LS TOPS,WST,0%
SPSU25,WNUSECLS TOPS Ext.,,XXS,1,Percent,Womens US Ecomm LS TOPS Ext.,WST,1%
SPSU25,WNUSECLS TOPS Ext.,,XS,13,Percent,Womens US Ecomm LS TOPS Ext.,WST,13%
SPSU25,WNUSECLS TOPS Ext.,,S,33,Percent,Womens US Ecomm LS TOPS Ext.,WST,33%
SPSU25,WNUSECLS TOPS Ext.,,M,33,Percent,Womens US Ecomm LS TOPS Ext.,WST,33%
SPSU25,WNUSECLS TOPS Ext.,,L,14,Percent,Womens US Ecomm LS TOPS Ext.,WST,14%
SPSU25,WNUSECLS TOPS Ext.,,XL,5,Percent,Womens US Ecomm LS TOPS Ext.,WST,5%
SPSU25,WNUSECLS TOPS Ext.,,XXL,1,Percent,Womens US Ecomm LS TOPS Ext.,WST,1%
SPSU25,WNUSECPANTS,,XXS,0,Percent,Womens US Ecomm PANTS,WSB,0%
SPSU25,WNUSECPANTS,,XS,12,Percent,Womens US Ecomm PANTS,WSB,12%
SPSU25,WNUSECPANTS,,S,30,Percent,Womens US Ecomm PANTS,WSB,30%
SPSU25,WNUSECPANTS,,M,32,Percent,Womens US Ecomm PANTS,WSB,32%
SPSU25,WNUSECPANTS,,L,18,Percent,Womens US Ecomm PANTS,WSB,18%
SPSU25,WNUSECPANTS,,XL,8,Percent,Womens US Ecomm PANTS,WSB,8%
SPSU25,WNUSECPANTS,,XXL,0,Percent,Womens US Ecomm PANTS,WSB,0%
SPSU25,WNUSECPANTS Ext.,,XXS,2,Percent,Womens US Ecomm PANTS Ext.,WSB,2%
SPSU25,WNUSECPANTS Ext.,,XS,13,Percent,Womens US Ecomm PANTS Ext.,WSB,13%
SPSU25,WNUSECPANTS Ext.,,S,32,Percent,Womens US Ecomm PANTS Ext.,WSB,32%
SPSU25,WNUSECPANTS Ext.,,M,31,Percent,Womens US Ecomm PANTS Ext.,WSB,31%
SPSU25,WNUSECPANTS Ext.,,L,14,Percent,Womens US Ecomm PANTS Ext.,WSB,14%
SPSU25,WNUSECPANTS Ext.,,XL,6,Percent,Womens US Ecomm PANTS Ext.,WSB,6%
SPSU25,WNUSECPANTS Ext.,,XXL,2,Percent,Womens US Ecomm PANTS Ext.,WSB,2%
SPSU25,WNUSECPANTS LONG,,XXS,0,Percent,Womens US Ecomm PANTS LONG,WSB,0%
SPSU25,WNUSECPANTS LONG,,XS,10,Percent,Womens US Ecomm PANTS LONG,WSB,10%
SPSU25,WNUSECPANTS LONG,,S,30,Percent,Womens US Ecomm PANTS LONG,WSB,30%
SPSU25,WNUSECPANTS LONG,,M,36,Percent,Womens US Ecomm PANTS LONG,WSB,36%
SPSU25,WNUSECPANTS LONG,,L,19,Percent,Womens US Ecomm PANTS LONG,WSB,19%
SPSU25,WNUSECPANTS LONG,,XL,5,Percent,Womens US Ecomm PANTS LONG,WSB,5%
SPSU25,WNUSECPANTS LONG,,XXL,0,Percent,Womens US Ecomm PANTS LONG,WSB,0%
SPSU25,WNUSECPANTS LONG EXT,,XXS,1,Percent,Womens US Ecomm PANTS LONG EXT,WSB,1%
SPSU25,WNUSECPANTS LONG EXT,,XS,9,Percent,Womens US Ecomm PANTS LONG EXT,WSB,9%
SPSU25,WNUSECPANTS LONG EXT,,S,30,Percent,Womens US Ecomm PANTS LONG EXT,WSB,30%
SPSU25,WNUSECPANTS LONG EXT,,M,36,Percent,Womens US Ecomm PANTS LONG EXT,WSB,36%
SPSU25,WNUSECPANTS LONG EXT,,L,19,Percent,Womens US Ecomm PANTS LONG EXT,WSB,19%
SPSU25,WNUSECPANTS LONG EXT,,XL,4,Percent,Womens US Ecomm PANTS LONG EXT,WSB,4%
SPSU25,WNUSECPANTS LONG EXT,,XXL,1,Percent,Womens US Ecomm PANTS LONG EXT,WSB,1%
SPSU25,WNUSECPANTS SHORT,,XXS,0,Percent,Womens US Ecomm PANTS SHORT,WSB,0%
SPSU25,WNUSECPANTS SHORT,,XS,17,Percent,Womens US Ecomm PANTS SHORT,WSB,17%
SPSU25,WNUSECPANTS SHORT,,S,36,Percent,Womens US Ecomm PANTS SHORT,WSB,36%
SPSU25,WNUSECPANTS SHORT,,M,29,Percent,Womens US Ecomm PANTS SHORT,WSB,29%
SPSU25,WNUSECPANTS SHORT,,L,13,Percent,Womens US Ecomm PANTS SHORT,WSB,13%
SPSU25,WNUSECPANTS SHORT,,XL,5,Percent,Womens US Ecomm PANTS SHORT,WSB,5%
SPSU25,WNUSECPANTS SHORT,,XXL,0,Percent,Womens US Ecomm PANTS SHORT,WSB,0%
SPSU25,WNUSECPANTS SHORT EXT,,XXS,2,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,2%
SPSU25,WNUSECPANTS SHORT EXT,,XS,12,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,12%
SPSU25,WNUSECPANTS SHORT EXT,,S,33,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,33%
SPSU25,WNUSECPANTS SHORT EXT,,M,35,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,35%
SPSU25,WNUSECPANTS SHORT EXT,,L,13,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,13%
SPSU25,WNUSECPANTS SHORT EXT,,XL,4,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,4%
SPSU25,WNUSECPANTS SHORT EXT,,XXL,1,Percent,Womens US Ecomm PANTS SHORT EXT,WSB,1%
SPSU25,WNUSECPRINTABLES,,XXS,0,Percent,Womens US Ecomm PRINTABLES,WST,0%
SPSU25,WNUSECPRINTABLES,,XS,15,Percent,Womens US Ecomm PRINTABLES,WST,15%
SPSU25,WNUSECPRINTABLES,,S,34,Percent,Womens US Ecomm PRINTABLES,WST,34%
SPSU25,WNUSECPRINTABLES,,M,31,Percent,Womens US Ecomm PRINTABLES,WST,31%
SPSU25,WNUSECPRINTABLES,,L,14,Percent,Womens US Ecomm PRINTABLES,WST,14%
SPSU25,WNUSECPRINTABLES,,XL,6,Percent,Womens US Ecomm PRINTABLES,WST,6%
SPSU25,WNUSECPRINTABLES,,XXL,0,Percent,Womens US Ecomm PRINTABLES,WST,0%
SPSU25,WNUSECPRINTABLES S-XL,,XXS,0,Percent,Womens US Ecomm PRINTABLES S-XL,WST,0%
SPSU25,WNUSECPRINTABLES S-XL,,XS,0,Percent,Womens US Ecomm PRINTABLES S-XL,WST,0%
SPSU25,WNUSECPRINTABLES S-XL,,S,38,Percent,Womens US Ecomm PRINTABLES S-XL,WST,38%
SPSU25,WNUSECPRINTABLES S-XL,,M,36,Percent,Womens US Ecomm PRINTABLES S-XL,WST,36%
SPSU25,WNUSECPRINTABLES S-XL,,L,18,Percent,Womens US Ecomm PRINTABLES S-XL,WST,18%
SPSU25,WNUSECPRINTABLES S-XL,,XL,8,Percent,Womens US Ecomm PRINTABLES S-XL,WST,8%
SPSU25,WNUSECPRINTABLES S-XL,,XXL,0,Percent,Womens US Ecomm PRINTABLES S-XL,WST,0%
SPSU25,WNUSECSHORTS,,XXS,0,Percent,Womens US Ecomm SHORTS,WSB,0%
SPSU25,WNUSECSHORTS,,XS,15,Percent,Womens US Ecomm SHORTS,WSB,15%
SPSU25,WNUSECSHORTS,,S,37,Percent,Womens US Ecomm SHORTS,WSB,37%
SPSU25,WNUSECSHORTS,,M,34,Percent,Womens US Ecomm SHORTS,WSB,34%
SPSU25,WNUSECSHORTS,,L,11,Percent,Womens US Ecomm SHORTS,WSB,11%
SPSU25,WNUSECSHORTS,,XL,3,Percent,Womens US Ecomm SHORTS,WSB,3%
SPSU25,WNUSECSHORTS,,XXL,0,Percent,Womens US Ecomm SHORTS,WSB,0%
SPSU25,WNUSECSHORTS Ext.,,XXS,1,Percent,Womens US Ecomm SHORTS Ext.,WSB,1%
SPSU25,WNUSECSHORTS Ext.,,XS,13,Percent,Womens US Ecomm SHORTS Ext.,WSB,13%
SPSU25,WNUSECSHORTS Ext.,,S,37,Percent,Womens US Ecomm SHORTS Ext.,WSB,37%
SPSU25,WNUSECSHORTS Ext.,,M,32,Percent,Womens US Ecomm SHORTS Ext.,WSB,32%
SPSU25,WNUSECSHORTS Ext.,,L,12,Percent,Womens US Ecomm SHORTS Ext.,WSB,12%
SPSU25,WNUSECSHORTS Ext.,,XL,4,Percent,Womens US Ecomm SHORTS Ext.,WSB,4%
SPSU25,WNUSECSHORTS Ext.,,XXL,1,Percent,Womens US Ecomm SHORTS Ext.,WSB,1%
SPSU25,WNUSECSKIRTS,,XXS,0,Percent,Womens US Ecomm SKIRTS,WSB,0%
SPSU25,WNUSECSKIRTS,,XS,15,Percent,Womens US Ecomm SKIRTS,WSB,15%
SPSU25,WNUSECSKIRTS,,S,37,Percent,Womens US Ecomm SKIRTS,WSB,37%
SPSU25,WNUSECSKIRTS,,M,33,Percent,Womens US Ecomm SKIRTS,WSB,33%
SPSU25,WNUSECSKIRTS,,L,11,Percent,Womens US Ecomm SKIRTS,WSB,11%
SPSU25,WNUSECSKIRTS,,XL,4,Percent,Womens US Ecomm SKIRTS,WSB,4%
SPSU25,WNUSECSKIRTS,,XXL,0,Percent,Womens US Ecomm SKIRTS,WSB,0%
SPSU25,WNUSECSKIRTS Ext.,,XXS,2,Percent,Womens US Ecomm SKIRTS Ext.,WSB,2%
SPSU25,WNUSECSKIRTS Ext.,,XS,14,Percent,Womens US Ecomm SKIRTS Ext.,WSB,14%
SPSU25,WNUSECSKIRTS Ext.,,S,37,Percent,Womens US Ecomm SKIRTS Ext.,WSB,37%
SPSU25,WNUSECSKIRTS Ext.,,M,33,Percent,Womens US Ecomm SKIRTS Ext.,WSB,33%
SPSU25,WNUSECSKIRTS Ext.,,L,10,Percent,Womens US Ecomm SKIRTS Ext.,WSB,10%
SPSU25,WNUSECSKIRTS Ext.,,XL,3,Percent,Womens US Ecomm SKIRTS Ext.,WSB,3%
SPSU25,WNUSECSKIRTS Ext.,,XXL,1,Percent,Womens US Ecomm SKIRTS Ext.,WSB,1%
SPSU25,WNUSECSPORTSBRAS,,XXS,0,Percent,Womens US Ecomm SPORTSBRAS,WST,0%
SPSU25,WNUSECSPORTSBRAS,,XS,9,Percent,Womens US Ecomm SPORTSBRAS,WST,9%
SPSU25,WNUSECSPORTSBRAS,,S,35,Percent,Womens US Ecomm SPORTSBRAS,WST,35%
SPSU25,WNUSECSPORTSBRAS,,M,36,Percent,Womens US Ecomm SPORTSBRAS,WST,36%
SPSU25,WNUSECSPORTSBRAS,,L,15,Percent,Womens US Ecomm SPORTSBRAS,WST,15%
SPSU25,WNUSECSPORTSBRAS,,XL,5,Percent,Womens US Ecomm SPORTSBRAS,WST,5%
SPSU25,WNUSECSPORTSBRAS,,XXL,0,Percent,Womens US Ecomm SPORTSBRAS,WST,0%
SPSU25,WNUSECSPORTSBRAS Ext.,,XXS,1,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,1%
SPSU25,WNUSECSPORTSBRAS Ext.,,XS,8,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,8%
SPSU25,WNUSECSPORTSBRAS Ext.,,S,37,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,37%
SPSU25,WNUSECSPORTSBRAS Ext.,,M,38,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,38%
SPSU25,WNUSECSPORTSBRAS Ext.,,L,12,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,12%
SPSU25,WNUSECSPORTSBRAS Ext.,,XL,3,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,3%
SPSU25,WNUSECSPORTSBRAS Ext.,,XXL,1,Percent,Womens US Ecomm SPORTSBRAS Ext.,WST,1%
SPSU25,WNUSECSPORTSBRAS XS-L,,XXS,0,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,0%
SPSU25,WNUSECSPORTSBRAS XS-L,,XS,7,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,7%
SPSU25,WNUSECSPORTSBRAS XS-L,,S,36,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,36%
